site,borough,crashes,observed_rate,expected_rate,base_rate,excess,excess_z,excess_lower_95,latitude,longitude,top_factors
BROOKVILLE BOULEVARD @ FRANCIS LEWIS BOULEVARD,QUEENS,40,0.425,0.4989,0.3479,-0.094,-1.3249,-0.2332,40.66758,-73.737404,Failure To Yield Right-Of-Way; Following Too Closely
EAST 62 STREET @ YORK AVENUE,MANHATTAN,38,0.2632,0.3427,0.3416,-0.0997,-1.4637,-0.2332,40.760532,-73.95836,Driver Inattention/Distraction; Other Vehicular
39 STREET @ QUEENS BOULEVARD,QUEENS,32,0.4688,0.5412,0.3485,-0.0926,-1.2903,-0.2332,40.744026,-73.92616,Driver Inattention/Distraction; Pedestrian/Bicyclist/Other Pedestrian Error/Confusion
FLUSHING AVENUE @ MARCY AVENUE,BROOKLYN,29,0.4138,0.4714,0.3741,-0.0777,-0.9793,-0.2333,40.69979,-73.95009,Driver Inattention/Distraction; Aggressive Driving/Road Rage
82 STREET @ ROOSEVELT AVENUE,QUEENS,37,0.3514,0.4349,0.3323,-0.1038,-1.5602,-0.2341,40.74763,-73.88394,Driver Inattention/Distraction; Alcohol Involvement
BATH AVENUE @ BAY PARKWAY,BROOKLYN,30,0.5,0.5578,0.3818,-0.078,-0.979,-0.2342,40.598553,-73.99734,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
PENNSYLVANIA AVENUE @ STANLEY AVENUE,BROOKLYN,43,0.4186,0.5019,0.3452,-0.1034,-1.5477,-0.2344,40.65698,-73.88943,Driver Inattention/Distraction; Traffic Control Disregarded
BEDFORD AVENUE @ FLUSHING AVENUE,BROOKLYN,38,0.3947,0.4717,0.3594,-0.0972,-1.3834,-0.2349,40.69897,-73.95702,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
AMSTERDAM AVENUE @ WEST 96 STREET,MANHATTAN,35,0.4286,0.5048,0.3502,-0.0964,-1.3647,-0.2349,40.794052,-73.97037,Failure To Yield Right-Of-Way; Driver Inattention/Distraction
BLAKE AVENUE @ PENNSYLVANIA AVENUE,BROOKLYN,28,0.4286,0.4798,0.3604,-0.0714,-0.8544,-0.2351,40.667835,-73.89484,Driver Inattention/Distraction; Following Too Closely
LIVONIA AVENUE @ ROCKAWAY AVENUE,BROOKLYN,52,0.4038,0.5005,0.3756,-0.1168,-1.9274,-0.2356,40.66255,-73.90893,Driver Inattention/Distraction; Alcohol Involvement
CROSS ISLAND PARKWAY @ NORTHERN BOULEVARD,QUEENS,74,0.3784,0.488,0.3565,-0.1298,-2.4027,-0.2356,40.76226,-73.75699,Driver Inattention/Distraction; Following Too Closely
234 STREET @ LINDEN BOULEVARD,QUEENS,30,0.4,0.4539,0.3562,-0.0741,-0.8953,-0.2364,40.690918,-73.72818,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
CADMAN PLAZA WEST @ PROSPECT STREET,BROOKLYN,30,0.3333,0.387,0.3617,-0.0738,-0.8888,-0.2367,40.700768,-73.990944,Following Too Closely; Driver Inattention/Distraction
QUEENS BOULEVARD @ UNION TURNPIKE,QUEENS,53,0.3396,0.4335,0.3717,-0.114,-1.8132,-0.2373,40.714443,-73.83126,Driver Inattention/Distraction; Passing Or Lane Usage Improper
EAST 132 STREET @ MADISON AVENUE,MANHATTAN,35,0.3429,0.4171,0.3558,-0.0944,-1.2948,-0.2373,40.810173,-73.937416,Driver Inattention/Distraction; Other Vehicular
DELANCEY STREET @ NORFOLK STREET,MANHATTAN,39,0.3333,0.4205,0.3505,-0.1073,-1.6184,-0.2373,40.718304,-73.9874,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
AMSTERDAM AVENUE @ WEST 180 STREET,MANHATTAN,26,0.2308,0.2984,0.3517,-0.0878,-1.1503,-0.2375,40.847427,-73.931404,Driver Inattention/Distraction; Passing Too Closely
EAST GUN HILL ROAD @ JEROME AVENUE,BRONX,25,0.52,0.5719,0.3576,-0.0721,-0.8534,-0.2375,40.88271,-73.88125,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
HYLAN BOULEVARD @ TYSENS LANE,STATEN ISLAND,41,0.3659,0.4457,0.3467,-0.1,-1.4231,-0.2378,40.563915,-74.11636,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
EASTERN PARKWAY @ NOSTRAND AVENUE,BROOKLYN,49,0.449,0.5482,0.3732,-0.1193,-1.9623,-0.2385,40.669865,-73.9505,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
FLATBUSH AVENUE @ SHORE PARKWAY,BROOKLYN,32,0.375,0.4385,0.3524,-0.0836,-1.0443,-0.2406,40.59651,-73.90788,Following Too Closely; Unsafe Lane Changing
57 AVENUE @ QUEENS BOULEVARD,QUEENS,36,0.3611,0.4447,0.3627,-0.1037,-1.4833,-0.2408,40.734375,-73.87342,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
LONG ISLAND EXPRESSWAY @ SPRINGFIELD BOULEVARD,QUEENS,27,0.4815,0.5311,0.3721,-0.0698,-0.7979,-0.2412,40.74932,-73.75684,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
BELT PARKWAY @ SPRINGFIELD BOULEVARD,QUEENS,28,0.4286,0.4759,0.3686,-0.0675,-0.7606,-0.2416,40.665955,-73.75796,Driver Inattention/Distraction; Following Too Closely
37 AVENUE @ UNION STREET,QUEENS,27,0.2222,0.2995,0.3482,-0.0974,-1.3209,-0.242,40.76242,-73.827515,Passing Too Closely; Following Too Closely
DYER AVENUE @ WEST 42 STREET,MANHATTAN,51,0.1765,0.2974,0.3234,-0.1411,-2.7398,-0.2421,40.758976,-73.99394,Turning Improperly; Driver Inattention/Distraction
EAST 175 STREET @ GRAND CONCOURSE,BRONX,28,0.4286,0.5046,0.3354,-0.0962,-1.279,-0.2436,40.846867,-73.90876,Driver Inattention/Distraction; Passing Or Lane Usage Improper
ROCKAWAY BOULEVARD @ VANWYCK EXPRESSWAY,UNKNOWN,58,0.3276,0.4342,0.3578,-0.1267,-2.1104,-0.2444,,,Following Too Closely; Driver Inattention/Distraction
DEKALB AVENUE @ FLATBUSH AVENUE EXT,BROOKLYN,26,0.3846,0.4552,0.374,-0.0907,-1.1567,-0.2445,40.689934,-73.981476,Driver Inattention/Distraction; Unsafe Lane Changing
ITTNER PLACE @ WEBSTER AVENUE,BRONX,30,0.4,0.4695,0.3421,-0.0897,-1.1301,-0.2452,40.84497,-73.90247,Driver Inattention/Distraction; Other Vehicular
LINDEN BOULEVARD @ MERRICK BOULEVARD,QUEENS,26,0.5,0.5723,0.3545,-0.0925,-1.184,-0.2455,40.69165,-73.779205,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
EASTERN PARKWAY @ TROY AVENUE,BROOKLYN,43,0.4884,0.58,0.377,-0.1118,-1.63,-0.2462,40.669098,-73.93666,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
ATLANTIC AVENUE @ SARATOGA AVENUE,BROOKLYN,39,0.359,0.4418,0.3535,-0.103,-1.4063,-0.2465,40.676647,-73.91647,Driver Inattention/Distraction; Following Too Closely
EAST 63 STREET @ YORK AVENUE,MANHATTAN,41,0.2683,0.367,0.3509,-0.1189,-1.8264,-0.2465,40.76118,-73.95791,Driver Inattention/Distraction; Passing Or Lane Usage Improper
AVIATION ROAD @ FLATBUSH AVENUE,BROOKLYN,34,0.5294,0.6113,0.3545,-0.102,-1.3796,-0.247,40.583725,-73.89372,Driver Inattention/Distraction; Unsafe Speed
POST AVENUE @ WEST 207 STREET,MANHATTAN,38,0.2105,0.3072,0.3549,-0.1168,-1.75,-0.2476,40.864807,-73.919365,Driver Inattention/Distraction; Alcohol Involvement
MEEKER AVENUE @ UNION AVENUE,BROOKLYN,42,0.5,0.6038,0.3702,-0.124,-1.9638,-0.2477,40.715443,-73.95185,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
111 STREET @ ROOSEVELT AVENUE,QUEENS,27,0.4444,0.5172,0.3572,-0.0929,-1.1746,-0.248,40.751575,-73.85584,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
LENOX AVENUE @ WEST 132 STREET,MANHATTAN,25,0.44,0.513,0.3601,-0.0931,-1.1769,-0.2483,40.812202,-73.94225,Driver Inattention/Distraction; Other Vehicular
BROADWAY @ WEST 181 STREET,MANHATTAN,28,0.3571,0.44,0.3653,-0.1031,-1.3688,-0.2506,40.850166,-73.93575,Driver Inattention/Distraction; Driver Inexperience
EAST 96 STREET @ FRANKLIN D ROOSEVELT DRIVE,MANHATTAN,27,0.2963,0.3597,0.3726,-0.0836,-0.9787,-0.251,40.782887,-73.94389,Driver Inattention/Distraction; Driver Inexperience
11 AVENUE @ WEST 40 STREET,MANHATTAN,60,0.15,0.2856,0.3564,-0.1558,-3.2009,-0.2512,40.759525,-73.99925,Passing Too Closely; Passing Or Lane Usage Improper
EAST 161 STREET @ SHERIDAN AVENUE,BRONX,25,0.36,0.4366,0.3341,-0.0967,-1.2266,-0.2513,40.826397,-73.92116,Driver Inattention/Distraction; Passing Too Closely
BEACH CHANNEL DRIVE @ MOTT AVENUE,QUEENS,29,0.4138,0.4981,0.3656,-0.1045,-1.3915,-0.2516,40.605335,-73.75527,Failure To Yield Right-Of-Way; Driver Inattention/Distraction
6 AVENUE @ BERGEN STREET,BROOKLYN,29,0.3103,0.3939,0.3659,-0.1038,-1.3526,-0.2541,40.680733,-73.97451,Driver Inattention/Distraction; Passing Too Closely
HYLAN BOULEVARD @ NELSON AVENUE,STATEN ISLAND,27,0.4444,0.5057,0.3462,-0.0814,-0.9166,-0.2556,40.54243,-74.145905,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
FORT WASHINGTON AVENUE @ WEST 179 STREET,MANHATTAN,25,0.32,0.4011,0.3507,-0.1013,-1.2752,-0.2569,40.84929,-73.938934,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
ATLANTIC AVENUE @ BOERUM PLACE,BROOKLYN,51,0.2549,0.376,0.3494,-0.1413,-2.3641,-0.2584,40.689137,-73.990715,Driver Inattention/Distraction; Following Too Closely
99 STREET @ HORACE HARDING EXPRESSWAY,QUEENS,31,0.3871,0.477,0.3486,-0.1101,-1.4477,-0.2591,40.73594,-73.85887,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
CONDUIT BOULEVARD @ LIBERTY AVENUE,BROOKLYN,51,0.3529,0.4673,0.3558,-0.1345,-2.1067,-0.2596,40.67798,-73.872116,Following Too Closely; Driver Inattention/Distraction
I 678 @ LINDEN BOULEVARD,QUEENS,30,0.4333,0.5101,0.3544,-0.0969,-1.1666,-0.2597,40.682934,-73.80577,Driver Inattention/Distraction; Traffic Control Disregarded
COLLEGE POINT BOULEVARD @ ROOSEVELT AVENUE,QUEENS,47,0.383,0.504,0.3583,-0.1412,-2.3315,-0.2598,40.75829,-73.834305,Failure To Yield Right-Of-Way; Driver Inattention/Distraction
DEAN STREET @ FLATBUSH AVENUE,BROOKLYN,26,0.3846,0.4673,0.3715,-0.1029,-1.2777,-0.2607,40.681835,-73.97584,Driver Inattention/Distraction; Passing Or Lane Usage Improper
BRUCKNER BOULEVARD @ BRYANT AVENUE,BRONX,36,0.3333,0.427,0.3319,-0.1138,-1.5187,-0.2608,40.82186,-73.88834,Following Too Closely; Driver Inattention/Distraction
JAY STREET @ TILLARY STREET,BROOKLYN,75,0.3733,0.5223,0.3598,-0.1691,-3.6141,-0.2609,40.696133,-73.98711,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
36 AVENUE @ VERNON BOULEVARD,QUEENS,28,0.5714,0.6653,0.3595,-0.114,-1.5196,-0.261,40.761993,-73.942474,Failure To Yield Right-Of-Way; Driver Inattention/Distraction
5 AVENUE @ FLATBUSH AVENUE,BROOKLYN,25,0.48,0.5592,0.3682,-0.0994,-1.2048,-0.2611,40.68251,-73.976326,Driver Inattention/Distraction; Following Too Closely
BEDFORD AVENUE @ PARK AVENUE,BROOKLYN,28,0.3929,0.4827,0.3475,-0.11,-1.4155,-0.2623,40.696785,-73.95659,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
JOHNSON AVENUE @ MORGAN AVENUE,BROOKLYN,28,0.4286,0.5314,0.3586,-0.123,-1.7287,-0.2625,40.707783,-73.932076,Driver Inattention/Distraction; Passing Or Lane Usage Improper
BROADWAY @ MARCY AVENUE,BROOKLYN,29,0.4138,0.5045,0.3629,-0.1109,-1.4283,-0.263,40.708424,-73.95791,Driver Inattention/Distraction; Other Vehicular
2 AVENUE @ EAST 64 STREET,MANHATTAN,27,0.4815,0.5738,0.3162,-0.1125,-1.4643,-0.2632,40.763733,-73.962074,Driver Inattention/Distraction; Driver Inexperience
BOSTON ROAD @ PELHAM PARKWAY,BRONX,55,0.3273,0.4477,0.3572,-0.1406,-2.2486,-0.2632,40.858063,-73.86819,Driver Inattention/Distraction; Other Vehicular
EAST 149 STREET @ WALTON AVENUE,BRONX,29,0.4828,0.5733,0.3576,-0.1107,-1.4105,-0.2644,40.81881,-73.92828,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
ELDER AVENUE @ MAIN STREET,QUEENS,25,0.6,0.7081,0.3683,-0.1282,-1.8358,-0.2651,40.75097,-73.825775,Failure To Yield Right-Of-Way; Alcohol Involvement
HORACE HARDING EXPRESSWAY @ JUNCTION BOULEVARD,QUEENS,35,0.3714,0.4696,0.3622,-0.1183,-1.5715,-0.2659,40.733776,-73.86632,Driver Inattention/Distraction; Following Too Closely
HUTCHINSON RIVER PARKWAY @ NEW ENGLAND THRUWAY,BRONX,25,0.32,0.3822,0.3467,-0.0824,-0.8769,-0.2666,40.861183,-73.828125,Following Too Closely; Driver Inattention/Distraction
92 STREET @ GATLING PLACE,BROOKLYN,28,0.3571,0.4464,0.3725,-0.1094,-1.3621,-0.2668,40.61651,-74.02666,Failure To Yield Right-Of-Way; Following Too Closely
BROADWAY @ EASTERN PARKWAY,BROOKLYN,29,0.4483,0.538,0.3634,-0.1099,-1.3645,-0.2678,40.680035,-73.9055,Driver Inattention/Distraction; Following Too Closely
BROADWAY @ WEST 183 STREET,MANHATTAN,32,0.2812,0.3874,0.3711,-0.1263,-1.7384,-0.2688,40.851437,-73.93508,Driver Inattention/Distraction; Following Too Closely
CANAL STREET @ HUDSON STREET,MANHATTAN,47,0.234,0.3651,0.3396,-0.1513,-2.5225,-0.2688,40.723698,-74.00791,Driver Inattention/Distraction; Passing Too Closely
NEPTUNE AVENUE @ STILLWELL AVENUE,BROOKLYN,36,0.4722,0.5774,0.3659,-0.1253,-1.7088,-0.269,40.579199,-73.981945,Driver Inattention/Distraction; Traffic Control Disregarded
MEEKER AVENUE @ METROPOLITAN AVENUE,BROOKLYN,25,0.28,0.3659,0.3656,-0.1061,-1.2592,-0.2713,40.71406,-73.95292,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
9 AVENUE @ WEST 30 STREET,MANHATTAN,40,0.275,0.4109,0.3355,-0.1561,-2.6489,-0.2716,40.750904,-73.99812,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
SPRINGFIELD BOULEVARD @ UNION TURNPIKE,QUEENS,28,0.3571,0.4442,0.3576,-0.1072,-1.2762,-0.2718,40.73578,-73.746544,Driver Inattention/Distraction; Turning Improperly
2 AVENUE @ EAST 61 STREET,MANHATTAN,36,0.4167,0.5416,0.3383,-0.1451,-2.216,-0.2735,40.761856,-73.96343,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
JUNCTION BOULEVARD @ NORTHERN BOULEVARD,QUEENS,25,0.52,0.6021,0.3536,-0.1023,-1.1667,-0.2741,40.7568,-73.873665,Driver Inattention/Distraction; Traffic Control Disregarded
2 AVENUE @ EAST 20 STREET,MANHATTAN,26,0.5385,0.6413,0.3247,-0.123,-1.5848,-0.2751,40.73602,-73.98228,Failure To Yield Right-Of-Way; Driver Inattention/Distraction
CANAL STREET @ WEST BROADWAY,MANHATTAN,34,0.2941,0.4123,0.3492,-0.1384,-1.9551,-0.2771,40.72135,-74.00465,Driver Inattention/Distraction; Following Too Closely
MORRIS STREET @ WEST STREET,MANHATTAN,62,0.1613,0.3116,0.349,-0.1704,-3.1038,-0.2781,40.7067,-74.01605,Driver Inattention/Distraction; Following Too Closely
LONG ISLAND EXPRESSWAY @ UTOPIA PARKWAY,QUEENS,32,0.3125,0.4078,0.3612,-0.1155,-1.3818,-0.2792,40.738865,-73.79294,Driver Inattention/Distraction; Passing Or Lane Usage Improper
EASTERN PARKWAY @ KINGSTON AVENUE,BROOKLYN,39,0.3846,0.5076,0.3755,-0.1432,-2.0427,-0.2805,40.669403,-73.9422,Driver Inattention/Distraction; Backing Unsafely
ATLANTIC AVENUE @ EUCLID AVENUE,BROOKLYN,27,0.4074,0.5099,0.3723,-0.1227,-1.5196,-0.2809,40.681095,-73.87359,Failure To Yield Right-Of-Way; Backing Unsafely
JEFFERSON STREET @ KNICKERBOCKER AVENUE,BROOKLYN,27,0.3704,0.488,0.3781,-0.1378,-1.8728,-0.282,40.703667,-73.926895,Driver Inattention/Distraction; Passing Too Closely
CONEY ISLAND AVENUE @ NEPTUNE AVENUE,BROOKLYN,25,0.44,0.538,0.3726,-0.1182,-1.3924,-0.2846,40.58196,-73.959946,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
ATLANTIC AVENUE @ HENDRIX STREET,BROOKLYN,42,0.3095,0.4398,0.3563,-0.1504,-2.1967,-0.2846,40.676598,-73.89038,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
48 STREET @ QUEENS BOULEVARD,QUEENS,26,0.3846,0.484,0.3451,-0.1196,-1.4199,-0.2846,40.742943,-73.91685,Driver Inattention/Distraction; Alcohol Involvement
1 AVENUE @ EAST 61 STREET,MANHATTAN,30,0.4,0.5211,0.3382,-0.1413,-1.9236,-0.2853,40.760857,-73.961075,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
CROPSEY AVENUE @ NEPTUNE AVENUE,BROOKLYN,32,0.2812,0.3971,0.361,-0.136,-1.7665,-0.2869,40.578938,-73.98522,Driver Inattention/Distraction; Passing Or Lane Usage Improper
ALLEN STREET @ EAST HOUSTON STREET,MANHATTAN,31,0.4194,0.54,0.3563,-0.1408,-1.8752,-0.2879,40.72293,-73.98865,Driver Inattention/Distraction; Pedestrian/Bicyclist/Other Pedestrian Error/Confusion
ATLANTIC AVENUE @ ROCHESTER AVENUE,BROOKLYN,30,0.4,0.5141,0.3648,-0.1343,-1.6944,-0.2897,40.67725,-73.927536,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
47 AVENUE @ VANDAM STREET,QUEENS,30,0.2667,0.3829,0.319,-0.1364,-1.7269,-0.2911,40.742874,-73.933945,Driver Inattention/Distraction; Passing Or Lane Usage Improper
GRAND CENTRAL PARKWAY @ HOME LAWN STREET,UNKNOWN,26,0.2692,0.3643,0.3588,-0.1152,-1.2747,-0.2923,,,Driver Inattention/Distraction; Passing Or Lane Usage Improper
BROADWAY @ WHITNEY AVENUE,QUEENS,30,0.4667,0.5913,0.3498,-0.1448,-1.8994,-0.2943,40.741295,-73.88029,Driver Inattention/Distraction; Driver Inexperience
GLENWOOD ROAD @ ROCKAWAY PARKWAY,BROOKLYN,31,0.4516,0.5841,0.3736,-0.1526,-2.1105,-0.2943,40.645134,-73.90232,Driver Inattention/Distraction; Pedestrian/Bicyclist/Other Pedestrian Error/Confusion
78 AVENUE @ QUEENS BOULEVARD,QUEENS,38,0.3158,0.4534,0.3603,-0.1578,-2.2267,-0.2967,40.71512,-73.83224,Driver Inattention/Distraction; Following Too Closely
4 AVENUE @ FLATBUSH AVENUE,BROOKLYN,28,0.25,0.3758,0.359,-0.146,-1.8939,-0.2971,40.684856,-73.97805,Driver Inattention/Distraction; Passing Or Lane Usage Improper
7 AVENUE @ WEST 36 STREET,MANHATTAN,27,0.4074,0.5322,0.3533,-0.145,-1.8568,-0.298,40.75228,-73.98969,Driver Inattention/Distraction; Passenger Distraction
BAY PARKWAY @ SHORE PARKWAY,UNKNOWN,37,0.2973,0.4291,0.3664,-0.1519,-2.0279,-0.2988,,,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
BROADWAY @ QUEENS BOULEVARD,QUEENS,25,0.44,0.5586,0.3701,-0.1388,-1.6911,-0.2997,40.73675,-73.87768,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
86 STREET @ GATLING PLACE,BROOKLYN,28,0.3214,0.4412,0.3635,-0.1399,-1.708,-0.3004,40.619976,-74.02369,Driver Inattention/Distraction; Following Too Closely
3 AVENUE @ EAST 21 STREET,MANHATTAN,27,0.4074,0.5387,0.342,-0.1515,-1.9371,-0.3048,40.737545,-73.98409,Driver Inattention/Distraction; Passenger Distraction
LENOX AVENUE @ WEST 116 STREET,MANHATTAN,33,0.3636,0.5118,0.3527,-0.1683,-2.4104,-0.3051,40.80202,-73.94969,Driver Inattention/Distraction; Passing Or Lane Usage Improper
41 AVENUE @ MAIN STREET,QUEENS,26,0.3462,0.4905,0.3485,-0.1645,-2.2876,-0.3055,40.75855,-73.82964,Failure To Yield Right-Of-Way; Passing Too Closely
EAST 161 STREET @ SHERMAN AVENUE,BRONX,25,0.24,0.3688,0.3309,-0.1489,-1.8621,-0.3057,40.826153,-73.920265,Driver Inattention/Distraction; Passing Too Closely
41 AVENUE @ BELL BOULEVARD,QUEENS,26,0.3462,0.4823,0.38,-0.1563,-1.959,-0.3128,40.7636,-73.77097,Driver Inattention/Distraction; Driver Inexperience
CROSS ISLAND PARKWAY @ LONG ISLAND EXPRESSWAY,QUEENS,35,0.2857,0.4223,0.3769,-0.1568,-1.9665,-0.313,40.753647,-73.74439,Driver Inattention/Distraction; Following Too Closely
188 STREET @ HILLSIDE AVENUE,QUEENS,25,0.32,0.4412,0.3566,-0.1414,-1.6034,-0.3141,40.71512,-73.77358,Driver Inattention/Distraction; Following Too Closely
BROADWAY @ ROEBLING STREET,BROOKLYN,27,0.3704,0.5102,0.3697,-0.16,-2.0138,-0.3158,40.70955,-73.961205,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
FRANKLIN AVENUE @ MAIN STREET,QUEENS,26,0.2308,0.3727,0.3499,-0.1621,-2.0235,-0.3191,40.754251,-73.827832,Driver Inattention/Distraction; Passing Or Lane Usage Improper
BAINBRIDGE AVENUE @ EAST GUN HILL ROAD,BRONX,42,0.2381,0.4155,0.3382,-0.1976,-3.1754,-0.3196,40.881073,-73.878494,Following Too Closely; Driver Inattention/Distraction
EAST 233 STREET @ JEROME AVENUE,BRONX,27,0.1481,0.2862,0.3409,-0.1583,-1.9115,-0.3205,40.895447,-73.88002,Passing Or Lane Usage Improper; Unsafe Speed
EMPIRE BOULEVARD @ NOSTRAND AVENUE,BROOKLYN,27,0.4444,0.5873,0.3891,-0.1631,-2.0091,-0.3221,40.663906,-73.95098,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
BEDFORD AVENUE @ MYRTLE AVENUE,BROOKLYN,25,0.24,0.3874,0.3713,-0.1676,-2.1212,-0.3224,40.694576,-73.95614,Driver Inattention/Distraction; Passing Or Lane Usage Improper
LAURELTON PARKWAY @ MERRICK BOULEVARD,QUEENS,37,0.3243,0.4771,0.3482,-0.1729,-2.2523,-0.3234,40.673992,-73.73508,Driver Inattention/Distraction; Unsafe Speed
DYER AVENUE @ WEST 41 STREET,MANHATTAN,28,0.2857,0.4576,0.3421,-0.192,-2.8642,-0.3235,40.758377,-73.99438,Failure To Yield Right-Of-Way; Passing Too Closely
MEEKER AVENUE @ MORGAN AVENUE,BROOKLYN,34,0.3529,0.5082,0.3631,-0.1754,-2.311,-0.3242,40.723347,-73.939316,Driver Inattention/Distraction; Oversized Vehicle
EAST MOUNT EDEN AVENUE @ JEROME AVENUE,BRONX,33,0.303,0.464,0.3467,-0.1811,-2.4741,-0.3246,40.844345,-73.91474,Driver Inattention/Distraction; Passing Or Lane Usage Improper
EAST 169 STREET @ GERARD AVENUE,BRONX,26,0.1923,0.3349,0.3674,-0.1627,-1.9378,-0.3274,40.837673,-73.91921,Driver Inattention/Distraction; Driver Inexperience
BRUCKNER BOULEVARD @ LAFAYETTE AVENUE,BRONX,26,0.3077,0.442,0.3428,-0.1545,-1.7477,-0.3277,40.81614,-73.894875,Driver Inattention/Distraction; Passing Too Closely
MARCY AVENUE @ METROPOLITAN AVENUE,BROOKLYN,27,0.2222,0.3779,0.3651,-0.1759,-2.2671,-0.3279,40.71407,-73.954346,Driver Inattention/Distraction; Following Too Closely
BROOKLYN AVENUE @ EASTERN PARKWAY,BROOKLYN,29,0.4483,0.5994,0.364,-0.1713,-2.1383,-0.3284,40.669553,-73.94497,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
GRAND STREET @ METROPOLITAN AVENUE,BROOKLYN,26,0.2308,0.3811,0.3637,-0.1705,-2.1141,-0.3286,40.714222,-73.93148,Driver Inattention/Distraction; Following Too Closely
51 AVENUE @ VERNON BOULEVARD,QUEENS,26,0.2692,0.4186,0.3441,-0.1696,-2.0458,-0.332,40.742043,-73.95436,Driver Inattention/Distraction; Other Vehicular
10 AVENUE @ WEST 39 STREET,MANHATTAN,32,0.1562,0.3369,0.3509,-0.2008,-2.9681,-0.3334,40.757732,-73.996855,Driver Inattention/Distraction; Passing Too Closely
50 AVENUE @ VERNON BOULEVARD,QUEENS,29,0.1724,0.3355,0.3319,-0.1832,-2.3244,-0.3377,40.74273,-73.95412,Driver Inattention/Distraction; Driver Inexperience
57 AVENUE @ JUNCTION BOULEVARD,QUEENS,26,0.4615,0.6292,0.3522,-0.1878,-2.4525,-0.3379,40.73664,-73.86584,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
2 AVENUE @ EAST 106 STREET,MANHATTAN,28,0.3214,0.4894,0.3482,-0.1881,-2.4611,-0.338,40.790627,-73.942444,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
FOREST AVENUE @ RICHMOND AVENUE,STATEN ISLAND,29,0.3448,0.5043,0.323,-0.1797,-2.2123,-0.3389,40.625103,-74.14877,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
GREENPOINT AVENUE @ HUNTERS POINT AVENUE,QUEENS,29,0.2069,0.365,0.3417,-0.1782,-2.1345,-0.3419,40.737537,-73.929955,Driver Inattention/Distraction; Following Too Closely
KINGSLAND AVENUE @ MEEKER AVENUE,BROOKLYN,28,0.1429,0.308,0.3598,-0.1854,-2.2734,-0.3452,40.7219,-73.94103,Driver Inattention/Distraction; Alcohol Involvement
2 AVENUE @ EAST 62 STREET,MANHATTAN,30,0.3,0.4879,0.3348,-0.2081,-2.9127,-0.3481,40.762486,-73.96298,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
COLLEGE POINT BOULEVARD @ LONG ISLAND EXPRESSWAY,QUEENS,27,0.2593,0.4073,0.3688,-0.1682,-1.8317,-0.3481,40.743355,-73.837234,Driver Inattention/Distraction; Following Too Closely
MANOR ROAD @ ROCKLAND AVENUE,STATEN ISLAND,30,0.3333,0.4977,0.3228,-0.1846,-2.1544,-0.3525,40.582756,-74.13041,Driver Inattention/Distraction; Pavement Slippery
EAST 96 STREET @ PARK AVENUE,MANHATTAN,26,0.1538,0.329,0.3411,-0.1954,-2.4181,-0.3537,40.786545,-73.95256,Driver Inattention/Distraction; Failure To Yield Right-Of-Way
EAST HOUSTON STREET @ FDR DRIVE,MANHATTAN,34,0.1765,0.3707,0.3512,-0.2144,-2.8652,-0.3611,40.71886,-73.97492,Driver Inattention/Distraction; Traffic Control Disregarded
LORTEL AVENUE @ SLOSSON AVENUE,STATEN ISLAND,27,0.2222,0.3976,0.3301,-0.1955,-2.2653,-0.3646,40.610085,-74.11668,Driver Inattention/Distraction; Traffic Control Disregarded
10 AVENUE @ WEST 30 STREET,MANHATTAN,41,0.0732,0.3076,0.346,-0.2546,-4.2436,-0.3722,40.752056,-74.00099,Passing Too Closely; Turning Improperly
